index,true_category,neighbor_categories,same_ratio,doc_preview
7653,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Cosco EasyCut Carton Cutter Replacement Blade, Metallic 10 per Pack Replacement blades are designed for use in the Cosco"
7671,Electronics,"Musical_Instruments, Electronics, Musical_Instruments, Electronics, Musical_Instruments",0.4,"Dayton Audio 15 150 Watt Powered Subwoofer Enormous 15 heavy-duty, long-throw woofer 150W amplifier with selectable auto"
7684,Appliances,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Appliances, Tools_and_Home_Improvement",0.2,"WaterSentinel WSS-2 Refrigerator Water Filter Replacement for Drinking Water Filtration, Fits Samsung HAF-CIN Filters Ca"
7700,Cell_Phones_and_Accessories,"Electronics, Electronics, Cell_Phones_and_Accessories, Electronics, Electronics",0.2,BLU G71+ | 2022 | 3-Day Battery | Unlocked| 6.5” HD+ Display | US Version | US Warranty| | Green With designer paint fin
7717,Electronics,"Office_Products, Electronics, Office_Products, Office_Products, Office_Products",0.2,"SKE Desk TOP Desk Height Adjustable Standing Desk for 2 Monitors, Round, Medium 35.4 x inches (90 x 56-76 cm), with Slid"
7746,Tools_and_Home_Improvement,"Appliances, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.2,Honeywell Fan Control Center This Honeywell Fan Control Center provides low voltage control of line voltage fan motors a
7757,Tools_and_Home_Improvement,"Toys_and_Games, Automotive, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement",0.4,"IncStores 5/8 Inch Thick Eco-Soft Carpet-Top Foam Tiles | High-Density Commercial Carpet Tiles for Basement, Classroom, "
7761,Electronics,"Electronics, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Compressed Air Duster Keyboard Cleaner for Office, Good Replacement for Compressed Air Can, Electric Air Duster, Cordles"
7815,Office_Products,"Office_Products, Office_Products, Electronics, Electronics, Electronics",0.4,"Stand Up Desk Store Power Pro Electric Adjustable Height Two Tier Standing Desk Converter (Black, 36 Wide) Turns any des"
7826,Toys_and_Games,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Yeah Racing QUTUS Challenger 50mm Damper Set for 1/10 RC Touring M-Chassis Car Red Yeah Racing Aluminum QUTUS Challenger
7849,Appliances,"Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Appliances",0.4,LG Knob Stainless Non-Super This is an authorized aftermarket product. Fits with various LG brand models. It has a oem p
7861,Tools_and_Home_Improvement,"Office_Products, Office_Products, Tools_and_Home_Improvement, Office_Products, Office_Products",0.2,"Curb-N-Sign Outdoor Hanging Mailbox House Address Numbers Plaque, Custom Double Sided Numbers, Super Reflective Address "
7875,Musical_Instruments,"Automotive, Electronics, Toys_and_Games, Tools_and_Home_Improvement, Automotive",0.0,"Echelon Reflect Stand,Black Maximize the mobility of your home workout space with the all-new Echelon Reflect Stand. Thi"
7900,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,Pit Posse 903BK Overhead Storage Cabinet Diamond Plated Organizer Shelf for Trailer Garage Shop | Made in USA | 5 Yr War
7905,Cell_Phones_and_Accessories,"Electronics, Electronics, Electronics, Electronics, Cell_Phones_and_Accessories",0.2,"Silicone Maid LLC Compatible AirPods Strap, Silicone Holder Anti-Lost Strap Wire Case Connector Neckband Compatible Appl"
7920,Automotive,"Automotive, Appliances, Automotive, Appliances, Appliances",0.4,"Alpicool LGCF45 Portable Refrigerator 12 Volt Car Freezer 48 Quart Mini Fridge Freezer for Truck, RV, Vehicle, Travel, O"
7925,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Designers Edge Replacement Motion Sensor with Adaptor, Bronze, Designers Edge Replacement Motion Sensor with Adaptor, Br"
7927,Appliances,"Appliances, Toys_and_Games, Automotive, Appliances, Automotive",0.4,"Omnia Premium Accessories Bundle, Our Top 5 Exclusive Add-ons Stovetop Oven A bundle of OMNIAs top exclusive accessories"
7953,Toys_and_Games,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"Lexibook Unicorn - Bluetooth CD Player for Kids – Portable, Multicoloured Light Effects, Microphone Jack, Aux-in Jack, A"
7961,Office_Products,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Toys_and_Games, Office_Products",0.2,Beistle New Big Brother Award Ribbon Give the new big brother our new big brother award ribbon! features a blue satin ri
7967,Office_Products,"Office_Products, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"Salsbury Industries Double Tier Wide 6-Feet High Deep Tan Unassembled Standard Metal Locker, Brown Salisbury 62000 Serie"
7970,Electronics,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,RAM MOUNTS Adhesive Stick Base Dash Mount RAM stands for Round-A-Mount and was introduced in 1995. Far and away the most
7981,Toys_and_Games,"Toys_and_Games, Office_Products, Toys_and_Games, Musical_Instruments, Musical_Instruments",0.4,"Nasco Human Body Fat Replica, 5 lb. The grossly dramatic Life/Form(R) replica of five-pounds of human fat is a shocking "
7982,Electronics,"Electronics, Musical_Instruments, Electronics, Musical_Instruments, Tools_and_Home_Improvement",0.4,Bose® SoundDock® Portable Cover - Red The SoundDock Portable cover is custom-designed to protect your system while you p
7994,Musical_Instruments,"Electronics, Electronics, Electronics, Musical_Instruments, Electronics",0.2,"JBL Professional JRX212 Portable 2-way Sound Reinforcement Loudspeaker System, JBL 1-inch polymer diaphragm compression "
7995,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories, Electronics, Electronics",0.4,Poco X4 Pro 5G 128GB 6GB Factory Unlocked (GSM Only | No CDMA - not Compatible with Verizon/Sprint) Global Version - Las
8005,Automotive,"Automotive, Office_Products, Office_Products, Office_Products, Tools_and_Home_Improvement",0.2,3M 1080 CF12 / CFS12 Black Carbon Fiber 60 x120 Vinyl Flex Wrap 3M Wrap Film Series 1080 / 2080 Anything But Ordinary...
8015,Electronics,"Electronics, Office_Products, Office_Products, Electronics, Office_Products",0.4,"The Perfect Dust Cover, White Nylon Cover Compatible with Brother and Brother Compact Digital Color Laser Printers, Anti"
8030,Electronics,"Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.0,Anleon MTG100 Tour Guide Wireless System Church System translation equipment simultaneous interpretation equipment (1 Tr
8041,Electronics,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.0,"Apple MagSafe Battery Pack - Portable Charger with Fast Charging Capability, Power Bank Compatible with iPhone Attaching"
8044,Automotive,"Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Marine Tech Tools Bravo III Bearing Retaining Tool — Replaces — for use on Mercruiser Bravo III Drives 👍 INCLUSION & COM
8084,Musical_Instruments,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"EASINE Piano Lamp, Desk Lamp with Built-in Metronome, 72 LED & 30 Lighting Levels Dimmable, Eye-Care Piano Light for Upr"
8093,Electronics,"Automotive, Automotive, Automotive, Electronics, Electronics",0.4,Progressive Dynamics Inteli-Power 9100 Series Converter/Charger - 80 Amp The Inteli-Power 9100 Series is the 12 volt con
8095,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Toys_and_Games, Automotive",0.0,"SeaSense Motorbracket 20 Hp - Stainless Steel Universal Universal Motorbracket 15 HP, Stainless Steel, Bulk Corrosion Re"
8103,Toys_and_Games,"Toys_and_Games, Musical_Instruments, Office_Products, Office_Products, Electronics",0.2,dofopo Clear Acrylic Display Case Self Assemble Display Case for Collectibles Acrylic Display Box Alternative Glass Case
8105,Appliances,"Appliances, Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"COSTWAY Countertop Dishwasher, 6 Place Settings Built-in Dishwasher with 72 H Preserve, Air Dry Function, LED Touch Cont"
8112,Office_Products,"Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Musical_Instruments",0.0,Spirit of St. Louis Field Phone MK2 Product Description Perfect for the actual world traveler—or armchair traveler—this 
8118,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"TORCHSTAR Computer Monitor LED Lights, Auto-Dimming, CRI 97 Eye-Caring Adjustment LED Screen Light Bar, E-Reading USB Po"
8124,Tools_and_Home_Improvement,"Electronics, Tools_and_Home_Improvement, Electronics, Electronics, Tools_and_Home_Improvement",0.4,"AMPULLA Masdio Horizon Bedside Lamp with 10W Wireless Charger and Bluetooth Speaker, Night Lamp Ambient Lamp with Digita"
8144,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.2,Bonvoisin Hydraulic Tubing Expander HVAC Swaging Tool Kit with Tube Cutter 7 Expander Heads for 3/8 to 1-1/8 Copper Alum
8149,Electronics,"Automotive, Automotive, Automotive, Automotive, Electronics",0.2,Z Automotive Front Camera Kit - Fits Jeep Wrangler JL - Grille-Mounted Install Kit - Perfect for the Trail or Parking Ea
8170,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement, Automotive",0.4,Eiko 1850 5V.09A T3-1/4 Miniature Bayonet Base Halogen Bulbs Eiko's line of original equipment headlamps were designed t
8175,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.4,80 cu/ft Oxygen Welding Gas Cylinder Tank CGA 540 - EMPTY All HP cylinders come with a 10 year hydrotest date stamped. A
8183,Automotive,"Automotive, Cell_Phones_and_Accessories, Tools_and_Home_Improvement, Cell_Phones_and_Accessories, Automotive",0.4,"Charger Station Box for Tesla Gen 3, Indoor Outdoor Charging Station Protection Box for Tesla, Waterproof Dustproof Wall"
8185,Appliances,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.0,Amprobe - TH-1 Compact Probe Style Relative Humidity Meter The Amprobe TH-1 relative humidity (RH) and temperature meter
8202,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement",0.4,"Manley 2007 Plier, Black Available with rust-resistant Teflon finish as well as black oxide coating. 5 spring-loaded siz"
8220,Electronics,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Legacy Innovations Khaleesi Mother of Dragons Game of Thrones White Decal Vinyl Sticker|Cars Trucks Vans Walls Laptop| W
8222,Tools_and_Home_Improvement,"Electronics, Tools_and_Home_Improvement, Electronics, Toys_and_Games, Electronics",0.2,CXV Manual Welding Mister USB Hub v2.1 Board for Mister FPGA 7 USB Ports Switch lite Grip Manual welding MisTer USB Hub 
8230,Office_Products,"Office_Products, Electronics, Electronics, Electronics, Electronics",0.2,"VisionTechShop GTech Portable Bench Scale, 300lbs Capacity with Dual Range, Reading 0-150 x x Lb/Kg Switchable, NTEP Leg"
8235,Toys_and_Games,"Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"Replogle Globes Lancaster Illuminated Globe, Antique Ocean, Diameter, Large, Off-White The Lancaster Floor Globe with Il"
8281,Electronics,"Automotive, Electronics, Automotive, Tools_and_Home_Improvement, Electronics",0.4,spartshome 5pcs Generic Full Height Brackets with Screws Replacement for Intel Brackets Fit for Intel Package includes 5
8361,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Electronics, Electronics, Tools_and_Home_Improvement",0.4,Super Screen 60 Inch x 100 Ft Black 17/14 Mesh Super screen is the best value for your dollar. Super Screen is long last
8373,Toys_and_Games,"Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Diecast Masters 1 50 Caterpillar D9T Track-Type Tractor | High Line Series Cat Trucks & Construction Equipment | 1 50 Sc
8382,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Office_Products, Automotive, Tools_and_Home_Improvement, Automotive",0.4,"Shoe Covers Disposable 100 Count - 50 Individually Wrapped Pairs - Star Print Protectors for Booties, Shoes - Shoe Cover"
8386,Tools_and_Home_Improvement,"Office_Products, Office_Products, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement",0.4,Max SuperStapler Medium Crown Stapler From the Manufacturer The medium crown stapler weighs in at only has a rapid fire 
8405,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Musical_Instruments, Office_Products, Office_Products, Tools_and_Home_Improvement",0.4,"Wood-All Rosewood Wood Veneer Sheet, Flat Cut/Plain Sliced 48x96 A Grade Duraback Duraback offers the stability of a lam"
8427,Electronics,"Electronics, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.4,"FeiyuTech SCORP Mini All-in-One Gimbal Stabilizer for Mirrorless Camera, for Gopro Action Camera and for Smartphone, Pay"
8434,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Electronics, Electronics",0.4,Vintage White Steel Baseboard Registers - 15 X 12 Outside Dimensions White Powder Coated Steel Gravity Baseboard Vents G
8451,Cell_Phones_and_Accessories,"Toys_and_Games, Cell_Phones_and_Accessories, Toys_and_Games, Toys_and_Games, Toys_and_Games",0.2,"Support Your Local Ranchers Eat Beef Proud Farmer PopSockets Swappable PopGrip Are you a dedicated farm lady, who grows "
8459,Toys_and_Games,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"Kano Computer Kit – A Computer Anyone Can Make Product Description Build your own computer. Make lights flash, discover "
8468,Electronics,"Electronics, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.4,"for Samsung Galaxy Tab Active 3 Case,Three-in-one Shatter-Resistant Shell, Drop-Proof, Dust-Proof, Degree Rotating Multi"
8472,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive",0.4,"10' X 10' Firestone RubberGard 45-Mil EPDM Roofing Rubber Based on a high-performance synthetic rubber compound, RubberG"
8485,Toys_and_Games,"Toys_and_Games, Automotive, Automotive, Automotive, Automotive",0.2,6Pcs Vgoohobby Hard Steel Front Rear CVD Drive Shaft Transmission Axle Upgrade Parts Compatible with Traxxas E-Revo 2.0 
8493,Electronics,"Electronics, Electronics, Office_Products, Office_Products, Office_Products",0.4,"Wacom Flex Arm The Wacom flex arm with cable management delivers flexibility, Design and comfort. Incline, pan and rotat"
8494,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Toys_and_Games, Appliances, Tools_and_Home_Improvement, Appliances",0.4,Jacuzzi RapidHeat In-Line Heater For Whirlpools From the Manufacturer Jacuzzi RapidHeat In-Line Heater For Whirlpools # 
8515,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,WoodRiver Deluxe Pen Press Quick and easy adjustments Ability to press parts two ways Convenience of micro adjustments f
8530,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Automotive, Automotive, Automotive",0.2,"Ll Building Products Internally Braced Turbine Ventilator, 14 Permanently lubricated track system, upper and lower stain"
8547,Electronics,"Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics",0.4,"Magglass Custom Screen Protector for Lifeproof Nuud Case (iPad Air 2) Tempered Glass Only, Case Not Included The Lifepro"
8553,Electronics,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,"GM Genuine Parts OnStar, Digital Radio, Mobile Telephone, and GPS Navigation Roof Mounted Antenna An ACDelco GM Original"
8566,Musical_Instruments,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,Audio-Technica Dual Moving Coil Cartridge with Bonded Elliptical Stylus The dual moving coil cartridge with bonded ellip
8577,Musical_Instruments,"Musical_Instruments, Electronics, Electronics, Electronics, Electronics",0.2,Crown Pro 900w 2 Channel DJ/PA Power Amplifier Professional Amp XLI 1500 Bundle with Rockville RockShip 50 Watt Portable
8578,Musical_Instruments,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement",0.0,MBT Lighting LED Lighting PARdelite 64 RGB MBT Lighting LED Lighting PARdelite 64 RGB Package Dimensions 35.814 cms (L) 
8591,Tools_and_Home_Improvement,"Office_Products, Office_Products, Automotive, Office_Products, Office_Products",0.0,.125 Gray Screen Retainer Spline - 100 Foot Roll Also Available in a Bulk 15 Pound Roll This Screen Retainer Spline is a
8622,Tools_and_Home_Improvement,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,"Manton Cork Roll, 100% Natural, 4' x 12' x 1/4 *FREE SHIPPING* (throughout the Contiguous United States). Additional shi"
8625,Office_Products,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"Intercoms For Home, Intercoms Working Distance 200m Strong Signal Clear Communication Suitable For Offices, Hotel, Wareh"
8629,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Electronics, Electronics, Office_Products, Electronics",0.2,iFixit Battery Compatible with iPhone 7 This new Replacement Battery compatible with iPhone 7 is what you need to bring 
8631,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Automotive, Tools_and_Home_Improvement",0.4,"Tie Down Engineering 59095N Iron Root Double Head Double Helix Earth Anchor - 3/4 D x 30 L x (2) 4 Helix, Class 2 All Ti"
8632,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,9489 POWERPACK ASSY PELICAN It all began in 1976 with a hundred feet of twine around a hockey stick handle and a metal w
8647,Electronics,"Automotive, Automotive, Electronics, Automotive, Electronics",0.4,PROG DYNAMIC Progressive Dynamics 60 Amp Replacement Converter Section Only The Inteli-Power 4000 Series is the industry
8649,Automotive,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Office_Products, Automotive",0.4,"Griot's Garage B130F3 3 Perfecting Foam Pad This a medium firmness, multi-purpose foam pad designed for use with BOSS Pe"
8654,Automotive,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"ICT Billet LS LT Crank Pin Kit LS1 LT1 LQ4 LS3 LSX Crankshaft Damper Drill Pinning Fixture Tool 551917 Includes, drill s"
8680,Tools_and_Home_Improvement,"Automotive, Office_Products, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,"Black Stallion 30 DuraLite Prem.Pigskin Welding DuraLite Premium Grain Pigskin Welding Jacket, Black is a 30 length prem"
8691,Tools_and_Home_Improvement,"Electronics, Automotive, Automotive, Tools_and_Home_Improvement, Office_Products",0.2,"Bosch Professional Stud Finder GMS 120 (Drill hole marker, max. detection depth wood/magnetic metal/non-magnetic metal/l"
8693,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Toys_and_Games, Office_Products, Office_Products",0.4,"TFKitchens 5/8 inch Russian Birch Plywood Shelf 24 x 36 Inches (Pack of 2), 24D36W Please read the SIZE and the PRICES o"
8698,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,"Vantage Point Above The Clouds Rear Window Graphic The rear window decal is made of perforated vinyl, allowing the drive"
8708,Toys_and_Games,"Toys_and_Games, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.2,Thames & Kosmos The Amazing Tightrope-Walking Gyrobot STEM Experiment Kit | Build a Robot that Walks on Narrow Surfaces 
8716,Office_Products,"Automotive, Office_Products, Automotive, Office_Products, Tools_and_Home_Improvement",0.4,72 Frybread Banner Sign Fresh hot Bakery Indian Fry Bread Fried Navajo This Fry bread Banner is a great way to advertise
8719,Tools_and_Home_Improvement,"Appliances, Appliances, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Appliances",0.4,"Duke 512852 Oven Thermostat Product Description Oven Thermostat, Duke Manufacturing develops solutions for the commercia"
8726,Electronics,"Tools_and_Home_Improvement, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Office_Products, Electronics",0.2,"Anker Power Strip with USB C, PowerCube with 3 Outlets & 30W USB C,5ft Extension Cord, Power Delivery High-Speed Chargin"
8731,Tools_and_Home_Improvement,"Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments, Tools_and_Home_Improvement",0.2,Ridgid 27048 K-400 Drum Assembly Product Description This item is 27048 K-400 DRUM ASSEMBLY. This product is used for do
8741,Office_Products,"Office_Products, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Office_Products, Electronics",0.4,Mitel IP 480G Gigabit Telephone - Newest Version ShoreTel 480G Plunge into any horizon using the steadfast guidance of t
8748,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Electronics, Automotive, Tools_and_Home_Improvement",0.4,3/16 inch Black Dacron Polyester Rope - 500 Foot Spool | Solid Braid - Industrial Grade - High UV and Abrasion Resistanc
8749,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Electronics, Automotive, Electronics",0.2,ZUPAYIPA Pack of 10 pcs 500mA F0.5AL Fast-Blow Fuse 0.5A 250V Glass Fuses 0.23 x 1.18 inch / 6 x 30 mm Please confirm th
8771,Tools_and_Home_Improvement,"Electronics, Musical_Instruments, Musical_Instruments, Tools_and_Home_Improvement, Office_Products",0.2,"Wall Control Pegbrd Hole/Slotted,Silver Pegboard Panel, Panel Hole Shape Round and Slotted, Overall Height 32 in, Overal"
8785,Tools_and_Home_Improvement,"Musical_Instruments, Tools_and_Home_Improvement, Musical_Instruments, Musical_Instruments, Tools_and_Home_Improvement",0.4,"Boat Dash Panel Blanks, Oxford Burl Boat Instrument Panel Blanks / 24 x 48 x 3/16” Decorative Plastic Sheets Sheet size "
8801,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Steck Manufacturing 20014C Stud Lever Combo A strong reinforced Nylon lever with pivoting base and self-locking stud cap
8815,Automotive,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,RecPro RV Exit Window 30 W x 22 H Optional Trim | RV Window Replacement (No Trim Ring) | Made in USA Details Overall dim
8841,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,Custom Leathercraft A233 39 Pocket Tech Gear Stereo Speaker Mega Mouth Tool Bag Product Description Custom Leathercraft 
8870,Toys_and_Games,"Office_Products, Office_Products, Toys_and_Games, Tools_and_Home_Improvement, Office_Products",0.2,LINDNER Original Coin Box for Certified Coins with Red Velour LINDNER's Top Quality Coin Boxes are Made in Germany to Of
8871,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Appliances, Automotive",0.0,Intex 25002 Set of Air Release Valves with O Rings for Filter Pumps (4 Pack) OEM Replacement Parts for Intex pools and e
8874,Electronics,"Electronics, Cell_Phones_and_Accessories, Musical_Instruments, Musical_Instruments, Cell_Phones_and_Accessories",0.2,"Multifunctional Strap Universal Camera Shoulder Neck Strap Belt Sling Lanyard for CYNOVA Drone RC Tablet Holder, Fit for"
8876,Office_Products,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"Battery for VeriFone VX670, vx670 Wireless Credit Card Machine Battery Compatible with VeriFone VX520, VX670, vx670 Wire"
8902,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Electronics, Electronics",0.4,"RHM Northern Lights Projector, 3 in 1 Galaxy Star Projector Aurora Borealis Projector Night Light with Music Speaker, Ti"
8940,Toys_and_Games,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,American Muscle Enclosed Trailer (White w/Silver) 1 18 Scale Die-Cast Model Enclosed trailers are found coast-to-coast. 
8969,Tools_and_Home_Improvement,"Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories",0.0,Mobile Phone Cradle Perfect for eliminating countertop clutter and creating a more functional kitchen counter space. The
8974,Office_Products,"Automotive, Automotive, Tools_and_Home_Improvement, Toys_and_Games, Office_Products",0.2,Fastasticdeals Rent Me Promotion Business Car Door Magnets Magnetic Signs 24x12 Inches Set of 2 Car Magnets Industrial S
8984,Office_Products,"Office_Products, Office_Products, Electronics, Electronics, Electronics",0.4,"HP iPAQ h1945 with iPAQ Bluetooth GPS Navigation System Kit From the Manufacturer The thin, light, and affordable hp iPA"
8990,Tools_and_Home_Improvement,"Office_Products, Electronics, Tools_and_Home_Improvement, Office_Products, Electronics",0.2,"Kongwal Sneeze Guard Clamp Bracket, Desk Partition Clamp Support for 1/8 to 1 Thick Acrylic Panels, Aluminum Adjustable "
8995,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Toys_and_Games, Toys_and_Games, Tools_and_Home_Improvement, Automotive",0.4,"VEVOR 26 Pack Metal Spindles, 32.25 x1 Deck Balusters, 32.25, Black High-quality Iron Material Our deck balusters are co"
9000,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Office_Products, Office_Products, Office_Products, Electronics",0.2,"Goplus 48” Workbench with Casters, Mobile Adjustable Work Bench for Garage, Load Capacity Heavy Duty Bamboo Wood Top Wor"
9001,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Office_Products, Musical_Instruments, Automotive",0.4,"SITAKOR Carpet Stair Treads for Wooden Steps Indoor, Non Slip Bullnose Carpet for Stairs Set of 15, Stair Carpet Treads "
9019,Electronics,"Electronics, Electronics, Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Neewer 18.3” RGB LED Video Light Panel with App Control Stand Kit 2 Packs, 360° Full Color, 60W Dimmable RGB LED Panel C"
9026,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive",0.4,"Samhome Spray Paint Racks, Door Painting Brackets, Spray Paint Magic Racks, Stacking System Easily Painting/Drying Inter"
9043,Toys_and_Games,"Toys_and_Games, Office_Products, Office_Products, Toys_and_Games, Office_Products",0.4,Leapblue Original Tarot-Cards with-Guidebook for-Beginners - Waterproof PVC Holographic 78 Classic Tarot Deck Set Fortun
9050,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Electronics",0.2,Spal 11 Dual Paddle Blade High Performance Fan * 11 P/12V 11 Paddle Blade High Performance Fan / 12V Puller From our hig
9061,Tools_and_Home_Improvement,"Electronics, Electronics, Cell_Phones_and_Accessories, Electronics, Electronics",0.0,Diversitech DTP-3 Digital Motor Protector This DiversiTech® DTP-3 Digital Motor Protector offers continuous protection a
9063,Electronics,"Automotive, Automotive, Electronics, Automotive, Musical_Instruments",0.2,MB Quart 400 Watt Stage 2 Polaris RZR Tuned ATV Subwoofer System Upgrade your UTV sound system and create powerful sound
